ip.src,ip.dst,tcp.srcport
192.168.18.4,192.168.18.1,51585
192.168.18.4,192.168.18.1,64162
192.168.18.4,192.168.18.1,57814
192.168.18.4,192.168.18.1,64684
192.168.18.4,192.168.18.1,58812
192.168.18.4,3.174.180.52,56123
192.168.18.4,3.174.180.52,58817
192.168.18.4,192.168.18.1,65343
192.168.18.4,192.168.18.1,60785
192.168.18.4,192.168.18.1,55057
192.168.18.4,192.168.18.1,54032
192.168.18.4,192.168.18.1,57694
192.168.18.4,192.168.18.1,51250
192.168.18.4,192.168.18.1,58384
192.168.18.4,192.168.18.1,53102
192.168.18.4,192.168.18.1,55755
192.168.18.4,192.168.18.1,55864
192.168.18.4,192.168.18.1,60227
192.168.18.4,192.168.18.1,56957
192.168.18.4,2.16.54.183,54110
192.168.18.4,2.16.54.183,62262
192.168.18.4,192.168.18.1,54722
192.168.18.4,192.168.18.1,59524
192.168.18.4,142.250.201.14,53939
192.168.18.4,2.16.54.202,58122
192.168.18.4,151.101.192.238,60767
192.168.18.4,34.160.236.44,62158
192.168.18.4,34.160.236.44,63395
192.168.18.4,192.168.18.1,54742
192.168.18.4,192.168.18.1,59622
192.168.18.4,151.101.192.238,50751
192.168.18.4,151.101.192.238,62898
192.168.18.4,192.168.18.1,53657
192.168.18.4,192.168.18.1,57625
192.168.18.4,104.18.18.62,52710
192.168.18.4,192.168.18.1,49170
192.168.18.4,192.168.18.1,52200
192.168.18.4,151.101.2.217,58418
192.168.18.4,192.168.18.1,61520
192.168.18.4,192.168.18.1,50360
192.168.18.4,151.101.64.237,60774
192.168.18.4,192.168.18.1,51250
192.168.18.4,192.168.18.1,55857
192.168.18.4,172.217.171.202,55399
192.168.18.4,192.168.18.1,55787
192.168.18.4,192.168.18.1,54291
192.168.18.4,192.168.18.1,61077
192.168.18.4,192.168.18.1,53040
192.168.18.4,192.168.18.1,50361
192.168.18.4,192.168.18.1,50940
192.168.18.4,142.250.200.72,61143
192.168.18.4,54.161.86.185,63645
192.168.18.4,54.161.86.185,64594
192.168.18.4,192.168.18.1,49978
192.168.18.4,192.168.18.1,58854
192.168.18.4,142.250.178.170,52979
192.168.18.4,192.168.18.1,51573
192.168.18.4,192.168.18.1,61316
192.168.18.4,104.18.18.62,60695
192.168.18.4,54.92.213.32,64397
192.168.18.4,192.168.18.1,63259
192.168.18.4,192.168.18.1,53504
192.168.18.4,142.250.178.164,59660
192.168.18.4,2.16.54.202,55363
192.168.18.4,192.168.18.1,52018
192.168.18.4,192.168.18.1,52488
192.168.18.4,192.168.18.1,50472
192.168.18.4,192.168.18.1,63804
192.168.18.4,142.250.200.72,53248
192.168.18.4,192.168.18.1,49195
192.168.18.4,192.168.18.1,58403
192.168.18.4,192.168.18.1,52503
192.168.18.4,192.168.18.1,63921
192.168.18.4,34.117.209.158,54671
192.168.18.4,192.168.18.1,53569
192.168.18.4,192.168.18.1,60409
192.168.18.4,192.168.18.1,62080
192.168.18.4,192.168.18.1,61484
192.168.18.4,216.58.209.67,49561
192.168.18.4,192.168.18.1,54054
192.168.18.4,192.168.18.1,54211
192.168.18.4,54.92.213.32,49562
192.168.18.4,104.20.17.167,53900
192.168.18.4,192.168.18.1,50511
192.168.18.4,192.168.18.1,61716
192.168.18.4,142.250.178.164,55297
192.168.18.4,192.168.18.1,62500
192.168.18.4,192.168.18.1,59088
192.168.18.4,216.58.209.67,64436
192.168.18.4,216.58.209.67,52899
192.168.18.4,192.168.18.1,62675
192.168.18.4,192.168.18.1,58690
192.168.18.4,159.89.97.13,61642
192.168.18.4,104.18.38.236,61643
192.168.18.4,192.168.18.1,56182
192.168.18.4,192.168.18.1,59348
192.168.18.4,192.168.18.1,62019
192.168.18.4,192.168.18.1,63406
192.168.18.4,142.250.200.101,49557
192.168.18.4,192.168.18.1,57863
192.168.18.4,192.168.18.1,56443
192.168.18.4,192.168.18.1,51739
192.168.18.4,192.168.18.1,59090
192.168.18.4,192.168.18.1,55875
192.168.18.4,192.168.18.1,57850
192.168.18.4,192.168.18.1,57865
192.168.18.4,192.168.18.1,50995
192.168.18.4,192.168.18.1,54326
192.168.18.4,192.168.18.1,51150
192.168.18.4,192.168.18.1,53987
192.168.18.4,192.168.18.1,62556
192.168.18.4,172.217.168.170,59181
192.168.18.4,192.168.18.1,53123
192.168.18.4,192.168.18.1,60756
192.168.18.4,142.250.184.170,58660
192.168.18.4,192.168.18.1,51822
192.168.18.4,192.168.18.1,54364
192.168.18.4,192.168.18.1,51868
192.168.18.4,192.168.18.1,53377
192.168.18.4,216.58.215.138,61430
192.168.18.4,192.168.18.1,59078
192.168.18.4,192.168.18.1,56946
192.168.18.4,192.168.18.1,54007
192.168.18.4,192.168.18.1,52359
192.168.18.4,142.250.200.106,60031
192.168.18.4,192.168.18.1,63911
192.168.18.4,192.168.18.1,55072
192.168.18.4,192.168.18.1,63868
192.168.18.4,192.168.18.1,51557
192.168.18.4,192.168.18.1,55080
192.168.18.4,192.168.18.1,61102
192.168.18.4,192.168.18.1,49292
192.168.18.4,192.168.18.1,56859
192.168.18.4,142.250.185.10,55751
192.168.18.4,172.217.17.14,63496
192.168.18.4,192.168.18.1,56158
192.168.18.4,192.168.18.1,58861
192.168.18.4,192.168.18.1,55305
192.168.18.4,192.168.18.1,54507
192.168.18.4,142.251.140.229,53570
192.168.18.4,172.217.18.42,54703
192.168.18.4,142.251.140.229,61870
192.168.18.4,192.168.18.1,64771
192.168.18.4,192.168.18.1,57216
192.168.18.4,192.168.18.1,65303
192.168.18.4,192.168.18.1,56161
192.168.18.4,192.168.18.1,54159
192.168.18.4,192.168.18.1,60231
192.168.18.4,34.138.204.1,60527
192.168.18.4,192.168.18.1,65312
192.168.18.4,192.168.18.1,50627
192.168.18.4,142.251.17.94,52134
192.168.18.4,192.168.18.1,57198
192.168.18.4,192.168.18.1,59315
192.168.18.4,142.251.17.94,58112
192.168.18.4,140.82.121.5,64698
192.168.18.4,20.199.39.224,63287
192.168.18.4,140.82.114.22,56711
192.168.18.4,20.189.172.73,56712
192.168.18.4,13.89.179.14,51801
192.168.18.4,192.168.18.1,57281
192.168.18.4,192.168.18.1,56954
192.168.18.4,142.250.200.101,60726
192.168.18.4,192.168.18.1,52657
192.168.18.4,192.168.18.1,55533
192.168.18.4,192.168.18.1,53258
192.168.18.4,192.168.18.1,56311
192.168.18.4,192.168.18.1,51818
192.168.18.4,192.168.18.1,49556
192.168.18.4,140.82.113.22,49559
192.168.18.4,172.64.149.20,49563
192.168.18.4,192.168.18.1,53073
192.168.18.4,192.168.18.1,59341
192.168.18.4,192.168.18.1,64062
192.168.18.4,192.168.18.1,56007
192.168.18.4,192.168.18.1,55280
192.168.18.4,192.168.18.1,51578
192.168.18.4,192.168.18.1,54273
192.168.18.4,192.168.18.1,50724
192.168.18.4,192.168.18.1,55613
192.168.18.4,192.168.18.1,58917
192.168.18.4,142.250.200.132,58918
192.168.18.4,192.168.18.1,59404
192.168.18.4,192.168.18.1,58336
192.168.18.4,192.168.18.1,58464
192.168.18.4,192.168.18.1,60609
192.168.18.4,40.127.240.158,60610
192.168.18.4,192.168.18.1,51468
192.168.18.4,192.168.18.1,61636
192.168.18.4,192.168.18.1,59439
192.168.18.4,192.168.18.1,57484
192.168.18.4,216.239.38.223,57486
192.168.18.4,192.168.18.1,53246
192.168.18.4,192.168.18.1,56067
192.168.18.4,192.168.18.1,64348
192.168.18.4,192.168.18.1,53460
192.168.18.4,192.168.18.1,51883
192.168.18.4,192.168.18.1,50360
192.168.18.4,151.101.194.153,55734
192.168.18.4,192.168.18.1,61342
192.168.18.4,192.168.18.1,58687
192.168.18.4,143.47.34.114,64625
192.168.18.4,192.168.18.1,50541
192.168.18.4,192.168.18.1,59876
192.168.18.4,151.101.194.153,50789
192.168.18.4,192.168.18.1,54002
192.168.18.4,192.168.18.1,62701
192.168.18.4,151.101.66.153,52006
192.168.18.4,192.168.18.1,54886
192.168.18.4,192.168.18.1,53126
192.168.18.4,143.47.32.102,54113
192.168.18.4,192.168.18.1,53823
192.168.18.4,192.168.18.1,61139
192.168.18.4,185.93.3.244,64608
192.168.18.4,192.168.18.1,52932
192.168.18.4,192.168.18.1,60688
192.168.18.4,54.38.37.49,56572
192.168.18.4,192.168.18.1,58141
192.168.18.4,192.168.18.1,61683
192.168.18.4,192.168.18.1,64534
192.168.18.4,192.168.18.1,56038
192.168.18.4,151.101.131.42,64823
192.168.18.4,192.168.18.1,52357
192.168.18.4,192.168.18.1,61108
192.168.18.4,13.224.83.87,53425
192.168.18.4,192.168.18.1,60219
192.168.18.4,192.168.18.1,56774
192.168.18.4,23.14.137.23,65207
192.168.18.4,192.168.18.1,54454
192.168.18.4,192.168.18.1,54520
192.168.18.4,143.47.32.102,49973
192.168.18.4,192.168.18.1,54547
192.168.18.4,192.168.18.1,60883
192.168.18.4,192.168.18.1,55561
192.168.18.4,192.168.18.1,56690
192.168.18.4,104.17.108.19,51009
192.168.18.4,192.168.18.1,57205
192.168.18.4,192.168.18.1,62536
192.168.18.4,108.157.95.226,51983
192.168.18.4,192.168.18.1,59744
192.168.18.4,192.168.18.1,55520
192.168.18.4,192.168.18.1,54695
192.168.18.4,192.168.18.1,65387
192.168.18.4,192.168.18.1,58423
192.168.18.4,192.168.18.1,58814
192.168.18.4,192.168.18.1,56208
192.168.18.4,192.168.18.1,55349
192.168.18.4,13.224.83.120,61553
192.168.18.4,192.168.18.1,63773
192.168.18.4,192.168.18.1,53160
192.168.18.4,3.174.180.108,57518
192.168.18.4,192.168.18.1,50369
192.168.18.4,192.168.18.1,62108
192.168.18.4,192.168.18.1,55117
192.168.18.4,192.168.18.1,50441
192.168.18.4,52.222.132.74,57454
192.168.18.4,99.84.9.90,59411
192.168.18.4,192.168.18.1,55239
192.168.18.4,192.168.18.1,55283
192.168.18.4,192.168.18.1,53249
192.168.18.4,192.168.18.1,65204
192.168.18.4,18.203.202.102,54071
192.168.18.4,192.168.18.1,61307
192.168.18.4,192.168.18.1,64153
192.168.18.4,192.168.18.1,61804
192.168.18.4,192.168.18.1,59205
192.168.18.4,162.247.243.33,57932
192.168.18.4,192.168.18.1,64688
192.168.18.4,192.168.18.1,55976
192.168.18.4,162.247.243.33,54645
192.168.18.4,142.250.200.110,62303
192.168.18.4,192.168.18.1,53704
192.168.18.4,192.168.18.1,50360
192.168.18.4,192.168.18.1,62989
192.168.18.4,192.168.18.1,51474
192.168.18.4,192.168.18.1,61525
192.168.18.4,192.168.18.1,52405
192.168.18.4,192.168.18.1,50658
192.168.18.4,192.168.18.1,64342
192.168.18.4,35.241.9.51,52442
192.168.18.4,185.89.211.116,59907
192.168.18.4,108.157.95.226,51502
192.168.18.4,104.17.108.19,49317
192.168.18.4,192.168.18.1,58712
192.168.18.4,192.168.18.1,55482
192.168.18.4,3.174.183.61,51438
192.168.18.4,192.168.18.1,61245
192.168.18.4,192.168.18.1,65238
192.168.18.4,192.168.18.1,62123
192.168.18.4,192.168.18.1,51689
192.168.18.4,192.168.18.1,60591
192.168.18.4,192.168.18.1,53766
192.168.18.4,192.168.18.1,63854
192.168.18.4,192.168.18.1,52875
192.168.18.4,192.168.18.1,59831
192.168.18.4,192.168.18.1,52483
192.168.18.4,192.168.18.1,59063
192.168.18.4,192.168.18.1,50722
192.168.18.4,178.250.7.137,50360
192.168.18.4,3.174.180.87,64862
192.168.18.4,52.222.132.51,57702
192.168.18.4,13.224.83.78,57744
192.168.18.4,3.174.183.61,62533
192.168.18.4,18.154.29.85,55410
192.168.18.4,192.168.18.1,53339
192.168.18.4,192.168.18.1,52463
192.168.18.4,2.17.35.112,60759
192.168.18.4,192.168.18.1,52471
192.168.18.4,192.168.18.1,61076
192.168.18.4,192.168.18.1,56428
192.168.18.4,192.168.18.1,50464
192.168.18.4,192.168.18.1,63387
192.168.18.4,192.168.18.1,50361
192.168.18.4,192.168.18.1,61799
192.168.18.4,192.168.18.1,65522
192.168.18.4,18.67.250.52,60740
192.168.18.4,178.250.7.145,51223
192.168.18.4,172.66.169.55,53842
192.168.18.4,2.17.37.192,62844
192.168.18.4,192.168.18.1,53717
192.168.18.4,192.168.18.1,49975
192.168.18.4,172.67.205.57,54036
192.168.18.4,54.217.198.180,63156
192.168.18.4,192.168.18.1,55166
192.168.18.4,192.168.18.1,54084
192.168.18.4,63.140.62.120,60958
192.168.18.4,172.67.205.57,55427
192.168.18.4,192.168.18.1,64416
192.168.18.4,192.168.18.1,54663
192.168.18.4,91.134.60.148,58264
192.168.18.4,192.168.18.1,63565
192.168.18.4,192.168.18.1,62836
192.168.18.4,192.168.18.1,59550
192.168.18.4,192.168.18.1,63281
192.168.18.4,142.250.178.164,51732
192.168.18.4,142.250.178.164,55084
192.168.18.4,192.168.18.1,50859
192.168.18.4,192.168.18.1,58451
192.168.18.4,192.168.18.1,61990
192.168.18.4,192.168.18.1,54173
192.168.18.4,192.168.18.1,61349
192.168.18.4,192.168.18.1,57238
192.168.18.4,192.168.18.1,64538
192.168.18.4,192.168.18.1,57475
192.168.18.4,108.177.15.157,49329
192.168.18.4,192.168.18.1,51498
192.168.18.4,192.168.18.1,49199
192.168.18.4,192.168.18.1,60714
192.168.18.4,192.168.18.1,61671
192.168.18.4,192.168.18.1,57778
192.168.18.4,192.168.18.1,55502
192.168.18.4,172.67.205.57,54036
192.168.18.4,192.168.18.1,49558
192.168.18.4,192.168.18.1,64370
192.168.18.4,192.168.18.1,52727
192.168.18.4,192.168.18.1,56248
192.168.18.4,192.168.18.1,61546
192.168.18.4,192.168.18.1,65456
192.168.18.4,192.168.18.1,64565
192.168.18.4,192.168.18.1,64295
192.168.18.4,192.168.18.1,64501
192.168.18.4,192.168.18.1,57241
192.168.18.4,192.168.18.1,53870
192.168.18.4,192.168.18.1,64800
192.168.18.4,192.168.18.1,64578
192.168.18.4,192.168.18.1,54975
192.168.18.4,54.72.117.0,60897
192.168.18.4,138.201.52.226,51022
192.168.18.4,89.149.193.97,56013
192.168.18.4,69.173.156.138,61968
192.168.18.4,104.18.27.193,55176
192.168.18.4,103.231.98.107,50972
192.168.18.4,178.250.7.136,61218
192.168.18.4,103.231.98.105,61880
192.168.18.4,142.250.184.162,54948
192.168.18.4,172.67.205.57,55427
192.168.18.4,192.168.18.1,53404
192.168.18.4,192.168.18.1,53363
192.168.18.4,192.168.18.1,57475
192.168.18.4,192.168.18.1,50362
192.168.18.4,192.168.18.1,58595
192.168.18.4,192.168.18.1,58420
192.168.18.4,192.168.18.1,55628
192.168.18.4,192.168.18.1,58994
192.168.18.4,54.72.117.0,51556
192.168.18.4,192.168.18.1,57005
192.168.18.4,192.168.18.1,56897
192.168.18.4,192.168.18.1,64802
192.168.18.4,192.168.18.1,52396
192.168.18.4,143.47.32.102,61987
192.168.18.4,192.168.18.1,55227
192.168.18.4,192.168.18.1,49978
192.168.18.4,216.58.215.161,59605
192.168.18.4,142.251.140.226,63936
192.168.18.4,142.250.200.70,60097
192.168.18.4,192.168.18.1,49979
192.168.18.4,192.168.18.1,60997
192.168.18.4,192.168.18.1,49980
192.168.18.4,192.168.18.1,53421
192.168.18.4,192.168.18.1,52778
192.168.18.4,192.168.18.1,50362
192.168.18.4,151.101.131.42,49671
192.168.18.4,172.217.168.162,63030
192.168.18.4,172.217.168.162,50363
192.168.18.4,192.168.18.1,62509
192.168.18.4,192.168.18.1,58277
192.168.18.4,143.47.34.114,52780
192.168.18.4,192.168.18.1,52739
192.168.18.4,192.168.18.1,56338
192.168.18.4,192.168.18.1,54974
192.168.18.4,192.168.18.1,61274
192.168.18.4,192.168.18.1,55230
192.168.18.4,192.168.18.1,60361
192.168.18.4,142.250.200.72,50376
192.168.18.4,151.101.65.108,61123
192.168.18.4,54.217.161.189,53220
192.168.18.4,192.168.18.1,62532
192.168.18.4,192.168.18.1,56659
192.168.18.4,54.217.161.189,52605
192.168.18.4,192.168.18.1,54964
192.168.18.4,192.168.18.1,61933
192.168.18.4,216.58.215.130,54676
192.168.18.4,192.168.18.1,54150
192.168.18.4,192.168.18.1,56460
192.168.18.4,185.89.210.20,61073
192.168.18.4,143.47.32.102,52097
192.168.18.4,192.168.18.1,51196
192.168.18.4,192.168.18.1,51855
192.168.18.4,192.168.18.1,50690
192.168.18.4,192.168.18.1,55119
192.168.18.4,172.67.205.57,54036
192.168.18.4,192.168.18.1,64633
192.168.18.4,192.168.18.1,52917
192.168.18.4,35.208.249.213,52388
192.168.18.4,18.205.118.193,64724
192.168.18.4,192.168.18.1,56811
192.168.18.4,192.168.18.1,50667
192.168.18.4,178.250.7.140,49981
192.168.18.4,172.67.205.57,55427
192.168.18.4,192.168.18.1,51766
192.168.18.4,192.168.18.1,51317
192.168.18.4,15.197.193.217,59774
192.168.18.4,192.168.18.1,53100
192.168.18.4,192.168.18.1,58765
192.168.18.4,150.171.28.10,52457
192.168.18.4,192.168.18.1,54192
192.168.18.4,192.168.18.1,65523
192.168.18.4,150.171.22.12,57970
192.168.18.4,192.168.18.1,62227
192.168.18.4,192.168.18.1,62365
192.168.18.4,52.31.113.45,50560
192.168.18.4,192.168.18.1,59357
192.168.18.4,192.168.18.1,59651
192.168.18.4,18.202.201.28,59697
192.168.18.4,172.67.205.57,54036
192.168.18.4,172.67.205.57,55427
192.168.18.4,192.168.18.1,58979
192.168.18.4,192.168.18.1,49982
192.168.18.4,192.168.18.1,64844
192.168.18.4,192.168.18.1,49983
192.168.18.4,192.168.18.1,61582
192.168.18.4,192.168.18.1,63983
192.168.18.4,192.168.18.1,60929
192.168.18.4,192.168.18.1,53240
192.168.18.4,148.251.20.249,50365
192.168.18.4,104.18.24.18,59999
192.168.18.4,192.168.18.1,54285
192.168.18.4,192.168.18.1,53579
192.168.18.4,23.14.136.238,59035
192.168.18.4,192.168.18.1,52990
192.168.18.4,192.168.18.1,57444
192.168.18.4,2.19.221.47,50366
192.168.18.4,192.168.18.1,60500
192.168.18.4,192.168.18.1,61053
192.168.18.4,192.168.18.1,57319
192.168.18.4,192.168.18.1,52058
192.168.18.4,192.168.18.1,56722
192.168.18.4,192.168.18.1,57054
192.168.18.4,192.168.18.1,58506
192.168.18.4,192.168.18.1,54840
192.168.18.4,34.160.72.119,64078
192.168.18.4,37.252.171.85,56571
192.168.18.4,192.168.18.1,59499
192.168.18.4,192.168.18.1,49168
192.168.18.4,35.214.136.108,59895
192.168.18.4,35.244.174.68,56615
192.168.18.4,192.168.18.1,55421
192.168.18.4,192.168.18.1,57854
192.168.18.4,192.168.18.1,52561
192.168.18.4,192.168.18.1,64187
192.168.18.4,104.18.27.193,60293
192.168.18.4,103.231.98.107,51750
192.168.18.4,192.168.18.1,61819
192.168.18.4,192.168.18.1,59764
192.168.18.4,192.168.18.1,58522
192.168.18.4,192.168.18.1,54558
192.168.18.4,69.173.144.139,55327
192.168.18.4,192.168.18.1,62289
192.168.18.4,192.168.18.1,60813
192.168.18.4,54.195.57.131,63657
192.168.18.4,37.157.5.49,50367
192.168.18.4,192.168.18.1,53254
192.168.18.4,192.168.18.1,53946
192.168.18.4,192.168.18.1,58257
192.168.18.4,192.168.18.1,57206
192.168.18.4,192.168.18.1,55303
192.168.18.4,192.168.18.1,57077
192.168.18.4,192.168.18.1,50633
192.168.18.4,192.168.18.1,55906
192.168.18.4,178.250.7.29,49559
192.168.18.4,192.168.18.1,65439
192.168.18.4,192.168.18.1,53053
192.168.18.4,98.82.157.137,65101
192.168.18.4,50.31.142.255,59311
192.168.18.4,142.251.140.226,63068
192.168.18.4,192.168.18.1,59064
192.168.18.4,192.168.18.1,59911
192.168.18.4,192.168.18.1,58285
192.168.18.4,192.168.18.1,55698
192.168.18.4,18.153.64.118,62468
192.168.18.4,192.168.18.1,58050
192.168.18.4,192.168.18.1,52521
192.168.18.4,46.228.164.11,54829
192.168.18.4,192.168.18.1,58369
192.168.18.4,192.168.18.1,65089
192.168.18.4,8.2.109.251,62348
192.168.18.4,87.248.114.11,58884
192.168.18.4,192.168.18.1,58015
192.168.18.4,192.168.18.1,64057
192.168.18.4,192.168.18.1,55758
192.168.18.4,192.168.18.1,57321
192.168.18.4,192.168.18.1,49984
192.168.18.4,192.168.18.1,63103
192.168.18.4,89.207.16.140,52685
192.168.18.4,52.19.224.221,53898
192.168.18.4,64.202.112.127,55148
192.168.18.4,192.168.18.1,60813
192.168.18.4,192.168.18.1,54399
192.168.18.4,192.168.18.1,53277
192.168.18.4,192.168.18.1,55128
192.168.18.4,82.145.213.8,62260
192.168.18.4,34.160.236.64,64281
192.168.18.4,192.168.18.1,58964
192.168.18.4,192.168.18.1,64615
192.168.18.4,192.168.18.1,59033
192.168.18.4,192.168.18.1,64960
192.168.18.4,192.168.18.1,63095
192.168.18.4,192.168.18.1,62729
192.168.18.4,141.226.228.48,50843
192.168.18.4,139.162.78.222,63695
192.168.18.4,192.168.18.1,53371
192.168.18.4,192.168.18.1,59450
192.168.18.4,192.168.18.1,64971
192.168.18.4,192.168.18.1,59259
192.168.18.4,192.168.18.1,56672
192.168.18.4,192.168.18.1,52899
192.168.18.4,139.162.78.222,54115
192.168.18.4,192.168.18.1,55629
192.168.18.4,192.168.18.1,51351
192.168.18.4,192.168.18.1,56469
192.168.18.4,192.168.18.1,65262
192.168.18.4,192.168.18.1,65165
192.168.18.4,192.168.18.1,50360
192.168.18.4,69.173.144.165,61204
192.168.18.4,134.122.57.34,49564
192.168.18.4,192.168.18.1,63728
192.168.18.4,192.168.18.1,53256
192.168.18.4,69.173.144.165,62207
192.168.18.4,37.157.2.233,49284
192.168.18.4,69.173.144.165,61487
192.168.18.4,192.168.18.1,53895
192.168.18.4,192.168.18.1,55575
192.168.18.4,192.168.18.1,56528
192.168.18.4,192.168.18.1,54580
192.168.18.4,192.168.18.1,56493
192.168.18.4,192.168.18.1,53516
192.168.18.4,192.168.18.1,52879
192.168.18.4,192.168.18.1,65319
192.168.18.4,192.168.18.1,53153
192.168.18.4,192.168.18.1,49195
192.168.18.4,52.28.201.60,58848
192.168.18.4,35.207.140.152,61676
192.168.18.4,192.168.18.1,51011
192.168.18.4,192.168.18.1,50858
192.168.18.4,192.168.18.1,59342
192.168.18.4,192.168.18.1,52213
192.168.18.4,3.69.181.163,54195
192.168.18.4,34.1.234.235,58571
192.168.18.4,192.168.18.1,60040
192.168.18.4,192.168.18.1,58468
192.168.18.4,192.168.18.1,52980
192.168.18.4,192.168.18.1,62023
192.168.18.4,8.18.47.7,57103
192.168.18.4,192.168.18.1,60098
192.168.18.4,192.168.18.1,51296
192.168.18.4,34.1.1.166,65088
192.168.18.4,192.168.18.1,62982
192.168.18.4,192.168.18.1,55326
192.168.18.4,35.207.140.152,53216
192.168.18.4,192.168.18.1,51286
192.168.18.4,192.168.18.1,62470
192.168.18.4,64.74.236.255,63909
192.168.18.4,192.168.18.1,65196
192.168.18.4,192.168.18.1,52545
192.168.18.4,34.107.140.113,55970
192.168.18.4,192.168.18.1,53406
192.168.18.4,192.168.18.1,65044
192.168.18.4,67.202.105.24,56092
192.168.18.4,192.168.18.1,62338
192.168.18.4,192.168.18.1,59792
192.168.18.4,52.20.155.136,61072
192.168.18.4,192.168.18.1,58867
192.168.18.4,192.168.18.1,51536
192.168.18.4,151.101.66.49,59523
192.168.18.4,192.168.18.1,50768
192.168.18.4,192.168.18.1,49985
192.168.18.4,13.89.179.9,49986
192.168.18.4,34.141.240.75,56391
192.168.18.4,192.168.18.1,65112
192.168.18.4,192.168.18.1,51312
192.168.18.4,64.158.223.137,61034
192.168.18.4,172.67.205.57,54036
192.168.18.4,172.67.205.57,55427
192.168.18.4,192.168.18.1,50803
192.168.18.4,192.168.18.1,61834
192.168.18.4,104.21.52.229,63286
192.168.18.4,104.21.52.229,57853
192.168.18.4,18.205.118.193,58725
192.168.18.4,104.21.52.229,63286
192.168.18.4,104.21.52.229,57853
192.168.18.4,104.21.52.229,63286
192.168.18.4,104.21.52.229,57853
192.168.18.4,104.21.52.229,63286
192.168.18.4,104.21.52.229,57853
192.168.18.4,192.168.18.1,61981
192.168.18.4,192.168.18.1,59006
192.168.18.4,13.107.246.43,50682
192.168.18.4,104.21.52.229,63286
192.168.18.4,104.21.52.229,57853
192.168.18.4,192.168.18.1,60891
192.168.18.4,192.168.18.1,55057
192.168.18.4,192.168.18.1,57357
192.168.18.4,192.168.18.1,59329
192.168.18.4,192.168.18.1,63878
192.168.18.4,192.168.18.1,52690
192.168.18.4,192.168.18.1,49981
192.168.18.4,192.168.18.1,63141
192.168.18.4,192.168.18.1,51714
192.168.18.4,192.168.18.1,56156
192.168.18.4,192.168.18.1,59507
192.168.18.4,192.168.18.1,57459
192.168.18.4,87.248.114.11,55676
192.168.18.4,57.129.85.132,56372
192.168.18.4,192.168.18.1,57826
192.168.18.4,192.168.18.1,60539
192.168.18.4,35.244.159.8,58146
192.168.18.4,35.190.39.111,49991
192.168.18.4,192.168.18.1,56156
192.168.18.4,192.168.18.1,64152
